scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85119913852,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,pre_chatgpt,2020-12-01,Unknown
2-s2.0-85106604951,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-12-01,Czechia
2-s2.0-85104126735,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2020-12-01,Estonia
2-s2.0-85103568472,148,Smart City & Urban AI Governance,0.7,North America,pre_chatgpt,2020-12-01,Canada
2-s2.0-85102833950,151,AI Governance during COVID-19,0.6,Europe,pre_chatgpt,2020-12-01,Switzerland
2-s2.0-85102258989,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2020-12-01,United Kingdom
2-s2.0-85100450095,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-12-01,South Korea
2-s2.0-85099939163,8,"AI, Journalism & Media",0.7,Latin America,pre_chatgpt,2020-12-01,Brazil
2-s2.0-85098481344,148,Smart City & Urban AI Governance,0.7,Africa & Middle East,pre_chatgpt,2020-12-01,Saudi Arabia
2-s2.0-85097753454,2,AI Cybersecurity & IoT Threats,0.9,Europe,pre_chatgpt,2020-12-01,Italy
2-s2.0-85097331327,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2020-12-01,United States
2-s2.0-85097121279,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2020-12-01,China
2-s2.0-85097017006,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-12-01,Finland
2-s2.0-85094820581,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2020-12-01,Australia
2-s2.0-85092361491,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,pre_chatgpt,2020-12-01,Bulgaria
2-s2.0-85092118803,17,AI Ethics from Islamic/Religious Perspective,0.5,Africa & Middle East,pre_chatgpt,2020-12-01,Iran
2-s2.0-85092114329,17,AI Ethics from Islamic/Religious Perspective,0.5,Africa & Middle East,pre_chatgpt,2020-12-01,Iran
2-s2.0-85092095830,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2020-12-01,Germany
2-s2.0-85091300605,21,Trust & Trustworthiness in AI,0.8,Europe,pre_chatgpt,2020-12-01,France
2-s2.0-85089705517,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-12-01,Norway
2-s2.0-85087767783,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-12-01,United Kingdom
2-s2.0-85087177696,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-12-01,Australia
2-s2.0-85084266809,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2020-12-01,United Kingdom
2-s2.0-85083799567,15,Predictive Policing & Criminal Justice AI,0.8,Europe,pre_chatgpt,2020-12-01,Belgium
2-s2.0-85083392032,103,"AI Law, Ethics & Human Rights",0.95,Latin America,pre_chatgpt,2020-12-01,Chile
2-s2.0-85082969538,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-12-01,United States
2-s2.0-85081601915,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-12-01,United States
2-s2.0-85104768096,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-11-01,China
2-s2.0-85104706949,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-11-01,China
2-s2.0-85097960014,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2020-11-01,United Kingdom
2-s2.0-85094857427,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2020-11-01,Sweden
2-s2.0-85093118904,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2020-11-01,China
2-s2.0-85092695989,15,Predictive Policing & Criminal Justice AI,0.8,Africa & Middle East,pre_chatgpt,2020-11-01,Israel
2-s2.0-85092693688,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2020-11-01,United States
2-s2.0-85091250814,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2020-11-01,Canada
2-s2.0-85090350790,31,Algorithmic Fairness & Bias,1.0,Europe,pre_chatgpt,2020-11-01,Netherlands
2-s2.0-85084312865,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2020-11-01,Sweden
2-s2.0-85084295772,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2020-11-01,China
2-s2.0-85086024028,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-10-20,United States
2-s2.0-85099109192,35,Gender Bias & AI Representation,0.9,North America,pre_chatgpt,2020-10-12,Canada
2-s2.0-85092904760,148,Smart City & Urban AI Governance,0.7,Europe,pre_chatgpt,2020-10-02,Ireland
2-s2.0-85095793279,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-10-01,Sweden
2-s2.0-85094640863,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-10-01,Netherlands
2-s2.0-85093079842,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-10-01,Singapore
2-s2.0-85092127112,148,Smart City & Urban AI Governance,0.7,Europe,pre_chatgpt,2020-10-01,Spain
2-s2.0-85091305934,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-10-01,Canada
2-s2.0-85091138807,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2020-10-01,Portugal
2-s2.0-85087635834,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-10-01,Sweden
2-s2.0-85085288433,8,"AI, Journalism & Media",0.7,Asia-Pacific,pre_chatgpt,2020-10-01,China
2-s2.0-85079791781,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-10-01,India
2-s2.0-85078825733,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2020-10-01,Canada
2-s2.0-85074853775,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-10-01,Germany
2-s2.0-85062635654,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-10-01,Spain
2-s2.0-85092789442,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2020-09-21,Canada
2-s2.0-85131391969,181,AI Patent Law & Intellectual Property,0.55,Europe,pre_chatgpt,2020-09-01,Germany
2-s2.0-85105440039,34,Autonomous Weapons & Military AI,0.9,Europe,pre_chatgpt,2020-09-01,Finland
2-s2.0-85098769195,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-09-01,Estonia
2-s2.0-85095958612,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-09-01,United States
2-s2.0-85095867209,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2020-09-01,United States
2-s2.0-85091771225,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-09-01,United Kingdom
2-s2.0-85091383739,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2020-09-01,Morocco
2-s2.0-85090851110,151,AI Governance during COVID-19,0.6,Europe,pre_chatgpt,2020-09-01,United Kingdom
2-s2.0-85090401066,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-09-01,Australia
2-s2.0-85090214633,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-09-01,Netherlands
2-s2.0-85090030097,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,pre_chatgpt,2020-09-01,Unknown
2-s2.0-85089181840,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-09-01,Taiwan
2-s2.0-85083992349,151,AI Governance during COVID-19,0.6,Europe,pre_chatgpt,2020-09-01,Germany
2-s2.0-85077189754,35,Gender Bias & AI Representation,0.9,Europe,pre_chatgpt,2020-09-01,Netherlands
2-s2.0-85076929211,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-09-01,Norway
2-s2.0-85076457684,35,Gender Bias & AI Representation,0.9,Africa & Middle East,pre_chatgpt,2020-09-01,South Africa
2-s2.0-85074591606,21,Trust & Trustworthiness in AI,0.8,Europe,pre_chatgpt,2020-09-01,Switzerland
2-s2.0-85068978335,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-09-01,Italy
2-s2.0-85083585147,8,"AI, Journalism & Media",0.7,Asia-Pacific,pre_chatgpt,2020-08-13,China
2-s2.0-85080144706,124,AI Research Landscape (Bibliometrics),0.5,Africa & Middle East,pre_chatgpt,2020-08-02,Saudi Arabia
2-s2.0-85099757046,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-08-01,Germany
2-s2.0-85089636838,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-08-01,China
2-s2.0-85089071783,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-08-01,United States
2-s2.0-85088370839,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-08-01,United States
2-s2.0-85087865836,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2020-08-01,China
2-s2.0-85092895870,148,Smart City & Urban AI Governance,0.7,Europe,pre_chatgpt,2020-07-30,Ireland
2-s2.0-85087628840,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-07-21,Pakistan
2-s2.0-85176365079,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-07-17,Ukraine
2-s2.0-85088233664,15,Predictive Policing & Criminal Justice AI,0.8,Europe,pre_chatgpt,2020-07-08,United Kingdom
2-s2.0-85087123714,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2020-07-03,Australia
2-s2.0-85085281445,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2020-07-03,Germany
2-s2.0-85073993969,35,Gender Bias & AI Representation,0.9,North America,pre_chatgpt,2020-07-03,United States
2-s2.0-85093645857,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85092797161,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85092791756,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85092788791,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85092775384,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85092772768,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-07-02,Canada
2-s2.0-85087295894,21,Trust & Trustworthiness in AI,0.8,Africa & Middle East,pre_chatgpt,2020-07-01,Israel
2-s2.0-85086134813,42,AI Accessibility & Disability Inclusion,0.5,Asia-Pacific,pre_chatgpt,2020-07-01,India
2-s2.0-85085212946,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2020-07-01,Germany
2-s2.0-85084122224,129,AI in Public Administration & Governance,0.9,North America,pre_chatgpt,2020-07-01,United States
2-s2.0-85079853191,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-07-01,Spain
2-s2.0-85074644954,31,Algorithmic Fairness & Bias,1.0,Other / Unclassified,pre_chatgpt,2020-07-01,Unknown
2-s2.0-85085392011,114,Generative AI & Creative Ethics,0.65,Latin America,pre_chatgpt,2020-06-17,Brazil
2-s2.0-85091107161,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-06-09,South Korea
2-s2.0-85086276698,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-06-01,United Kingdom
2-s2.0-85086246716,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2020-06-01,United Kingdom
2-s2.0-85085014424,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-06-01,Netherlands
2-s2.0-85084506551,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2020-06-01,Switzerland
2-s2.0-85081621156,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-06-01,United Kingdom
2-s2.0-85078964374,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-06-01,Germany
2-s2.0-85068235603,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-06-01,Netherlands
2-s2.0-85066098860,35,Gender Bias & AI Representation,0.9,Africa & Middle East,pre_chatgpt,2020-06-01,Israel
2-s2.0-85062992838,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,pre_chatgpt,2020-06-01,Egypt
2-s2.0-85081380760,8,"AI, Journalism & Media",0.7,Europe,pre_chatgpt,2020-05-26,Netherlands
2-s2.0-85089294429,8,"AI, Journalism & Media",0.7,Europe,pre_chatgpt,2020-05-18,Belgium
2-s2.0-85078589398,34,Autonomous Weapons & Military AI,0.9,Asia-Pacific,pre_chatgpt,2020-05-18,China
2-s2.0-85087459253,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-05-15,United Kingdom
2-s2.0-85093929772,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-05-03,United Kingdom
2-s2.0-85130673396,135,EU AI Regulation & Regulatory Frameworks,1.0,Other / Unclassified,pre_chatgpt,2020-05-01,Unknown
2-s2.0-85079088937,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2020-05-01,United States
2-s2.0-85078399887,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-04-15,Australia
2-s2.0-85094196104,2,AI Cybersecurity & IoT Threats,0.9,Europe,pre_chatgpt,2020-04-01,United Kingdom
2-s2.0-85083792153,17,AI Ethics from Islamic/Religious Perspective,0.5,Other / Unclassified,pre_chatgpt,2020-04-01,Unknown
2-s2.0-85081328142,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2020-04-01,Australia
2-s2.0-85077701981,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2020-04-01,United States
2-s2.0-85145306520,103,"AI Law, Ethics & Human Rights",0.95,Latin America,pre_chatgpt,2020-03-30,Brazil
2-s2.0-85077686610,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-03-19,Pakistan
2-s2.0-85126169272,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-03-16,Taiwan
2-s2.0-85132229877,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,pre_chatgpt,2020-03-01,Unknown
2-s2.0-85117385166,42,AI Accessibility & Disability Inclusion,0.5,North America,pre_chatgpt,2020-03-01,Canada
2-s2.0-85096456058,2,AI Cybersecurity & IoT Threats,0.9,Other / Unclassified,pre_chatgpt,2020-03-01,Botswana
2-s2.0-85082716311,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-03-01,Italy
2-s2.0-85079798266,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-03-01,Slovenia
2-s2.0-85077504513,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-03-01,China
2-s2.0-85076602558,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-03-01,United States
2-s2.0-85031784550,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-03-01,India
2-s2.0-85030163135,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-03-01,United States
2-s2.0-105026185410,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2020-03-01,United Kingdom
2-s2.0-85083643092,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2020-02-23,United States
2-s2.0-85128065758,124,AI Research Landscape (Bibliometrics),0.5,Europe,pre_chatgpt,2020-02-06,Netherlands
2-s2.0-85132456338,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-02-01,India
2-s2.0-85097271669,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-02-01,Australia
2-s2.0-85082576329,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2020-02-01,United States
2-s2.0-85079083214,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-02-01,China
2-s2.0-85078012645,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-02-01,United Kingdom
2-s2.0-85077114482,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-02-01,United Kingdom
2-s2.0-85061660930,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-02-01,United Kingdom
2-s2.0-105022450016,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-02-01,United States
2-s2.0-85202488647,103,"AI Law, Ethics & Human Rights",0.95,Latin America,pre_chatgpt,2020-01-01,Brazil
2-s2.0-85202461408,129,AI in Public Administration & Governance,0.9,Latin America,pre_chatgpt,2020-01-01,Brazil
2-s2.0-85180545597,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,Malaysia
2-s2.0-85163662680,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85160521659,181,AI Patent Law & Intellectual Property,0.55,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85152720685,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85152467927,114,Generative AI & Creative Ethics,0.65,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85149634859,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2020-01-01,Spain
2-s2.0-85143534340,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,Australia
2-s2.0-85120859741,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2020-01-01,Greece
2-s2.0-85111288568,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,India
2-s2.0-85110548963,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,pre_chatgpt,2020-01-01,Unknown
2-s2.0-85109979294,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85109899168,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Italy
2-s2.0-85109444731,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Germany
2-s2.0-85106783876,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85099975928,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85097609790,129,AI in Public Administration & Governance,0.9,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85097400246,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85097076460,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2020-01-01,Saudi Arabia
2-s2.0-85095968938,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85094856426,24,"AI, Fake News & Disinformation",0.8,Europe,pre_chatgpt,2020-01-01,Sweden
2-s2.0-85092891927,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2020-01-01,Morocco
2-s2.0-85091598178,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2020-01-01,Canada
2-s2.0-85090851729,34,Autonomous Weapons & Military AI,0.9,Other / Unclassified,pre_chatgpt,2020-01-01,Unknown
2-s2.0-85090754590,114,Generative AI & Creative Ethics,0.65,North America,pre_chatgpt,2020-01-01,United States
2-s2.0-85090527121,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,United Kingdom
2-s2.0-85090000344,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Netherlands
2-s2.0-85089018713,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85087785478,124,AI Research Landscape (Bibliometrics),0.5,Europe,pre_chatgpt,2020-01-01,Norway
2-s2.0-85087773982,8,"AI, Journalism & Media",0.7,Africa & Middle East,pre_chatgpt,2020-01-01,UAE
2-s2.0-85087649303,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Czechia
2-s2.0-85086737271,129,AI in Public Administration & Governance,0.9,Asia-Pacific,pre_chatgpt,2020-01-01,India
2-s2.0-85085349398,151,AI Governance during COVID-19,0.6,Africa & Middle East,pre_chatgpt,2020-01-01,Kuwait
2-s2.0-85084658386,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Ireland
2-s2.0-85084584792,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,Australia
2-s2.0-85084207539,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-01-01,India
2-s2.0-85082972320,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2020-01-01,China
2-s2.0-85082523509,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-01-01,Taiwan
2-s2.0-85082131621,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,Germany
2-s2.0-85081297653,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-01-01,Indonesia
2-s2.0-85081036540,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2020-01-01,India
2-s2.0-85079746002,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2020-01-01,India
2-s2.0-85073998760,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2020-01-01,France
2-s2.0-85147846168,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2019-12-01,Nigeria
2-s2.0-85086891986,129,AI in Public Administration & Governance,0.9,North America,pre_chatgpt,2019-12-01,United States
2-s2.0-85075757156,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2019-12-01,Australia
2-s2.0-85075462149,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2019-12-01,Australia
2-s2.0-85073496075,181,AI Patent Law & Intellectual Property,0.55,Europe,pre_chatgpt,2019-12-01,United Kingdom
2-s2.0-85069574993,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-12-01,China
2-s2.0-85068032495,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-12-01,Turkey
2-s2.0-85065849860,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-12-01,United Kingdom
2-s2.0-85056114901,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2019-12-01,United States
2-s2.0-85042203018,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-12-01,Czechia
